image,title,address_street,address_locality,address_region,address_postal,address_country,type1,type2,number_of_rooms,price,price_usd,price_currency,url,size,size_unit,size_sqft,bed,bath,remark
,"340 N Wayside Dr, Nogales, AZ 85621",,,,,,,,,"$170,000",,,https://www.redfin.com/AZ/Nogales/340-N-Wayside-Dr-85621/home/122233231,0.0,acre (lot),"3,480",6.0,3.0,"Santa Cruz County, AZ Home for SaleTri-plex located in highly desirable area the heart of midtown Nogales! Property is comprised of one three-bedroom, one two-bedroom, and one studio units, each  separately metered for electricity and gas!  Apartments 'A' and 'C' are on month to month lease agreements, with unit 'B' on a year long lease through the Nogales Housing Authority. Located within walking distance from Morley Avenue, War Memorial Stadium, and all the amenities that midtown/downtown Nogales has to offer!1 / 26SOLD OCT 31, 2023$170,000 Last Sold Price 6 beds3.5 baths3,480 sq ft0.24 acre (lot)340 N Wayside Dr, Nogales, AZ 85621340 N Wayside Dr, Nogales, AZ 85621"
,"94 Back Nine Ter, Rio Rico, AZ 85648",,,,,,,,,"$342,000",,,https://www.redfin.com/AZ/Rio-Rico/94-Back-Nine-Ter-85648/home/122085973,0.0,acre (lot),"1,544",3.0,2.0,"Santa Cruz County, AZ Home for SaleThis beautiful cozy home located on a premiun lot with amazing views of the San Cayetano Mountains. Built in 2019, this Bazua Builders construction has a beautiful new build look! Welcomed by a concrete circular driveway with a low care landscape definetely adds to the curve appeal. The floorplan lends for a comfortable layout of 3 bedrooms, two bathrooms, SS appliances, granite countertops throughout the home, ceramic tile and soaring high celings are just a few of the many note worthy upgrades. Relax and enjoy the great mountain scenary from the back patio and yard with endless potential to make it your own oasis.1 / 44SOLD JUL 31, 2023$342,000 Last Sold Price 3 beds2 baths1,544 sq ft0.87 acre (lot)94 Back Nine Ter, Rio Rico, AZ 8564894 Back Nine Ter, Rio Rico, AZ 85648"
https://ssl.cdn-redfin.com/photo/115/islphoto/080/genIslnoResize.22230080_0.jpg,"270 E Hudgins St, Nogales, AZ 85621",,,,,,,,,"$164,000",,,https://www.redfin.com/AZ/Nogales/270-E-Hudgins-St-85621/home/122200535,,,"1,306",2.0,2.0,"Santa Cruz County, AZ Home for SaleA very nice COMPLETELY REMODELED home overlooking Nogales !!   Has 2 bedrooms and  2 full bathrooms. .. . A 3rd room could be used  as a bedroom or den. Many upgrades in the remodel include  2  brand new minisplitters (A/C  &  heat), new paint/stucco , new roof, electrical, all new tile flooring, new bathrooms, new kitchen, and a freshly poured new concrete driveway  !!!  A must see !!1 / 22SOLD JUL 14, 2023$164,000 Last Sold Price 2 beds2 baths1,306 sq ft6,801 sq ft (lot)270 E Hudgins St, Nogales, AZ 85621270 E Hudgins St, Nogales, AZ 85621"
https://ssl.cdn-redfin.com/photo/115/islphoto/512/genIslnoResize.22307512_1.jpg,"1423 Liga Ct, Rio Rico, AZ 85648",,,,,,,,,"$236,000",,,https://www.redfin.com/AZ/Rio-Rico/1423-Liga-Ct-85648/home/122040499,0.0,acre (lot),"1,164",3.0,2.0,"Santa Cruz County, AZ Home for SaleMountain Views of the San Cayetano and Tubac Mountain Range, Beautiful Sunsets/Sunrise, Pool/Spa, Rural Setting, Elevation approx. 3800, Great Weather, Room for Expansion, , bring the Hobbies/Toys, RV. Come see this Adorable 3 Bdrm, 2 bath home on Close to 1/2 Acre, Move-In Ready. Next to Historic Tubac and the Santa Cruz River Valley, Access to De Anza Trail, Pedestrian Paths, Wildlife, yet Close to Amenities, Schools, Parks etc. Outdoor Patio has speaker connection, Pool surrounded with Rod Iron Safety Fence, Sprinkler system for Yard, Newer Roof, Carpet, Paint etc. Don't Miss Out on this Charming Home w/ Beautiful Views.1 / 26SOLD MAR 6, 2023$236,000 Last Sold Price 3 beds2 baths1,164 sq ft0.43 acre (lot)1423 Liga Ct, Rio Rico, AZ 856481423 Liga Ct, Rio Rico, AZ 85648"
,"2249 N Apache Blvd, Nogales, AZ 85621",2249 N Apache Blvd,Nogales,AZ,85621,US,SingleFamilyResidence,Product,4,"$330,000",330000.0,USD,https://www.redfin.com/AZ/Nogales/2249-N-Apache-Blvd-85621/home/122180779,0.0,acre (lot),"2,419",4.0,3.0,"SOLD JUL 31, 2023$330,0004 beds3 baths2,419 sq ft0.57 acre (lot)2249 N Apache Blvd, Nogales, AZ 856212249 N Apache Blvd, Nogales, AZ 85621"
https://ssl.cdn-redfin.com/photo/115/islphoto/380/genIslnoResize.22317380_7.jpg,"853 N Panas Pl, Nogales, AZ 85621",853 N Panas Pl,Nogales,AZ,85621,US,SingleFamilyResidence,Product,,"$147,000",147000.0,USD,https://www.redfin.com/AZ/Nogales/853-N-Panas-Pl-85621/home/122133980,,,"1,793",,2.0,"SOLD OCT 6, 2023$147,000—beds2 baths1,793 sq ft6,670 sq ft (lot)853 N Panas Pl, Nogales, AZ 85621853 N Panas Pl, Nogales, AZ 85621"
,"459 N Macnab Dr, Nogales, AZ 85621",459 N Macnab Dr,Nogales,AZ,85621,US,SingleFamilyResidence,Product,,"$320,000",320000.0,USD,https://www.redfin.com/AZ/Nogales/459-N-Macnab-Dr-85621/home/122045761,,,"2,739",,4.0,"SOLD APR 20, 2023$320,000—beds4 baths2,739 sq ft8,500 sq ft (lot)459 N Macnab Dr, Nogales, AZ 85621459 N Macnab Dr, Nogales, AZ 85621"
,"2207 Embarcadero Way, Tubac, AZ 85646",2207 Embarcadero Way,Tubac,AZ,85646,US,SingleFamilyResidence,Product,,"$520,000",520000.0,USD,https://www.redfin.com/AZ/Tubac/2207-Embarcadero-Way-85646/home/122038624,,,"2,153",,,"SOLD MAR 20, 2023$520,000—beds—baths2,153 sq ft2207 Embarcadero Way, Tubac, AZ 856462207 Embarcadero Way, Tubac, AZ 85646"
,"1901 Circulo Mexicali #13, Rio Rico, AZ 85648",1901 Circulo Mexicali #13,Rio Rico,AZ,85648,US,SingleFamilyResidence,Product,,"$272,000",272000.0,USD,https://www.redfin.com/AZ/Rio-Rico/1901-Circulo-Mexicali-85648/unit-13/home/122158697,0.0,acre (lot),"1,638",,,"SOLD MAR 8, 2023$272,000—beds—baths1,638 sq ft0.24 acre (lot)1901 Circulo Mexicali #13, Rio Rico, AZ 856481901 Circulo Mexicali #13, Rio Rico, AZ 85648"
,"621 N Sierra Ave, Nogales, AZ 85621",621 N Sierra Ave,Nogales,AZ,85621,US,SingleFamilyResidence,Product,2,"$150,000",150000.0,USD,https://www.redfin.com/AZ/Nogales/621-N-Sierra-Ave-85621/home/122327003,,,"1,381",2.0,2.0,"SOLD DEC 16, 2022$150,0002 beds2 baths1,381 sq ft7,500 sq ft (lot)621 N Sierra Ave, Nogales, AZ 85621621 N Sierra Ave, Nogales, AZ 85621"
https://ssl.cdn-redfin.com/photo/115/islphoto/805/genIslnoResize.22302805_0.jpg,"453 W Bowman St, Nogales, AZ 85621",453 W Bowman St,Nogales,AZ,85621,US,SingleFamilyResidence,Product,,"$130,000",130000.0,USD,https://www.redfin.com/AZ/Nogales/453-W-Bowman-St-85621/home/122025876,,,"1,510",,,"SOLD JAN 23, 2023$130,000—beds1 bath1,510 sq ft3,780 sq ft (lot)453 W Bowman St, Nogales, AZ 85621453 W Bowman St, Nogales, AZ 85621"
https://ssl.cdn-redfin.com/photo/115/islphoto/958/genIslnoResize.22307958_0.jpg,"278 W 1st St, Nogales, AZ 85621",278 W 1st St,Nogales,AZ,85621,US,SingleFamilyResidence,Product,,"$110,000",110000.0,USD,https://www.redfin.com/AZ/Nogales/278-W-1st-St-85621/home/122137764,,,912,,,"SOLD AUG 23, 2023$110,000—beds1 bath912 sq ft6,750 sq ft (lot)278 W 1st St, Nogales, AZ 85621278 W 1st St, Nogales, AZ 85621"
,"985 Calle Tamaulipas, Rio Rico, AZ 85648",985 Calle Tamaulipas,Rio Rico,AZ,85648,US,SingleFamilyResidence,Product,,"$29,000",29000.0,USD,https://www.redfin.com/AZ/Rio-Rico/985-Calle-Tamaulipas-85648/home/122209637,0.0,acre (lot),"1,578",,3.0,"SOLD AUG 1, 2023$29,000—beds3 baths1,578 sq ft0.62 acre (lot)985 Calle Tamaulipas, Rio Rico, AZ 85648985 Calle Tamaulipas, Rio Rico, AZ 85648"
,"130 Los Encinos Rd, Sonoita, AZ 85637",130 Los Encinos Rd,Sonoita,AZ,85637,US,SingleFamilyResidence,Product,,"$335,000",335000.0,USD,https://www.redfin.com/AZ/Sonoita/130-Los-Encinos-Rd-85637/home/122260318,0.0,acre (lot),"1,362",,2.0,"SOLD AUG 3, 2023$335,000—beds2 baths1,362 sq ft0.40 acre (lot)130 Los Encinos Rd, Sonoita, AZ 85637130 Los Encinos Rd, Sonoita, AZ 85637"
,"281 Valley View Dr, Rio Rico, AZ 85648",281 Valley View Dr,Rio Rico,AZ,85648,US,SingleFamilyResidence,Product,4,"$200,000",200000.0,USD,https://www.redfin.com/AZ/Rio-Rico/281-Valley-View-Dr-85648/home/122003020,1.0,acres (lot),"3,023",4.0,3.0,"SOLD APR 25, 2023$200,0004 beds3 baths3,023 sq ft1.40 acres (lot)281 Valley View Dr, Rio Rico, AZ 85648281 Valley View Dr, Rio Rico, AZ 85648"
,"1730 W Artley Dr, Nogales, AZ 85621",1730 W Artley Dr,Nogales,AZ,85621,US,SingleFamilyResidence,Product,,"$535,000",535000.0,USD,https://www.redfin.com/AZ/Nogales/1730-W-Artley-Dr-85621/home/122360107,0.0,acre (lot),"2,661",,,"SOLD APR 7, 2023$535,000—beds—baths2,661 sq ft0.41 acre (lot)1730 W Artley Dr, Nogales, AZ 856211730 W Artley Dr, Nogales, AZ 85621"
https://ssl.cdn-redfin.com/photo/115/islphoto/665/genIslnoResize.22311665_0.jpg,"1080 Circulo Montosa, Rio Rico, AZ 85648",1080 Circulo Montosa,Rio Rico,AZ,85648,US,SingleFamilyResidence,Product,,"$12,000",12000.0,USD,https://www.redfin.com/AZ/Rio-Rico/1080-Circulo-Montosa-85648/home/122130833,,,,,,"SOLD JUL 11, 2023$12,000—beds—baths—sq ft1080 Circulo Montosa, Rio Rico, AZ 856481080 Circulo Montosa, Rio Rico, AZ 85648"
,"3084 Highway 83, Sonoita, AZ 85637",3084 Highway 83,Sonoita,AZ,85637,US,SingleFamilyResidence,Product,,"$260,000",260000.0,USD,https://www.redfin.com/AZ/Sonoita/3084-Highway-83-85637/home/122027586,,,"1,273",,,"SOLD MAY 26, 2023$260,000—beds—baths1,273 sq ft7,841 sq ft (lot)3084 Highway 83, Sonoita, AZ 856373084 Highway 83, Sonoita, AZ 85637"
https://ssl.cdn-redfin.com/photo/115/islphoto/045/genIslnoResize.22308045_8.jpg,"108 Old Tucson Rd, Nogales, AZ 85621",108 Old Tucson Rd,Nogales,AZ,85621,US,SingleFamilyResidence,Product,,"$940,000",940000.0,USD,https://www.redfin.com/AZ/Nogales/108-Old-Tucson-Rd-85621/home/122110991,0.0,acre (lot),"2,088",,2.0,"SOLD MAR 14, 2023$940,000—beds2 baths2,088 sq ft0.95 acre (lot)108 Old Tucson Rd, Nogales, AZ 85621108 Old Tucson Rd, Nogales, AZ 85621"
https://ssl.cdn-redfin.com/photo/115/islphoto/539/genIslnoResize.22316539_0.jpg,"287 Guaymas Ct, Rio Rico, AZ 85648",287 Guaymas Ct,Rio Rico,AZ,85648,US,SingleFamilyResidence,Product,,"$270,000",270000.0,USD,https://www.redfin.com/AZ/Rio-Rico/287-Guaymas-Ct-85648/home/122309583,0.0,acre (lot),"1,677",,,"SOLD DEC 7, 2022$270,000—beds—baths1,677 sq ft0.82 acre (lot)287 Guaymas Ct, Rio Rico, AZ 85648287 Guaymas Ct, Rio Rico, AZ 85648"
,"1236 Calle Rafael, Rio Rico, AZ 85648",1236 Calle Rafael,Rio Rico,AZ,85648,US,SingleFamilyResidence,Product,,"$140,000",140000.0,USD,https://www.redfin.com/AZ/Rio-Rico/1236-Calle-Rafael-85648/home/122256540,1.0,acres (lot),"1,501",,2.0,"SOLD AUG 15, 2023$140,000—beds2 baths1,501 sq ft1.18 acres (lot)1236 Calle Rafael, Rio Rico, AZ 856481236 Calle Rafael, Rio Rico, AZ 85648"
,"1194 Ines Ct, Rio Rico, AZ 85648",1194 Ines Ct,Rio Rico,AZ,85648,US,SingleFamilyResidence,Product,,"$255,000",255000.0,USD,https://www.redfin.com/AZ/Rio-Rico/1194-Ines-Ct-85648/home/122322482,0.0,acre (lot),"1,632",,2.0,"SOLD AUG 8, 2023$255,000—beds2 baths1,632 sq ft0.79 acre (lot)1194 Ines Ct, Rio Rico, AZ 856481194 Ines Ct, Rio Rico, AZ 85648"
https://ssl.cdn-redfin.com/photo/115/islphoto/847/genIslnoResize.22222847_1.jpg,"205 Calle Conquistador, Rio Rico, AZ 85648",205 Calle Conquistador,Rio Rico,AZ,85648,US,SingleFamilyResidence,Product,,"$229,000",229000.0,USD,https://www.redfin.com/AZ/Rio-Rico/205-Calle-Conquistador-85648/home/122167333,0.0,acre (lot),"1,220",,2.0,"SOLD NOV 6, 2023$229,000—beds2 baths1,220 sq ft0.82 acre (lot)205 Calle Conquistador, Rio Rico, AZ 85648205 Calle Conquistador, Rio Rico, AZ 85648"
,"1785 W Dove Way, Amado, AZ 85645",1785 W Dove Way,Amado,AZ,85645,US,SingleFamilyResidence,Product,,"$273,000",273000.0,USD,https://www.redfin.com/AZ/Amado/1785-W-Dove-Way-85645/home/122070004,0.0,acre (lot),"1,543",,,"SOLD MAR 28, 2023$273,000—beds—baths1,543 sq ft0.46 acre (lot)1785 W Dove Way, Amado, AZ 856451785 W Dove Way, Amado, AZ 85645"
,"3 Centro Villa, Tubac, AZ 85646",3 Centro Villa,Tubac,AZ,85646,US,SingleFamilyResidence,Product,,"$440,000",440000.0,USD,https://www.redfin.com/AZ/Tubac/3-Centro-Villa-85646/home/122321932,,,,,,"SOLD SEP 15, 2023$440,000—beds—baths—sq ft3 Centro Villa, Tubac, AZ 856463 Centro Villa, Tubac, AZ 85646"
,"78 Ciardulli Pl, Nogales, AZ 85621",78 Ciardulli Pl,Nogales,AZ,85621,US,SingleFamilyResidence,Product,,"$325,000",325000.0,USD,https://www.redfin.com/AZ/Nogales/78-Ciardulli-Pl-85621/home/122340380,0.0,acre (lot),"1,904",,,"SOLD JUN 7, 2023$325,000—beds—baths1,904 sq ft0.77 acre (lot)78 Ciardulli Pl, Nogales, AZ 8562178 Ciardulli Pl, Nogales, AZ 85621"
https://ssl.cdn-redfin.com/photo/115/islphoto/177/genIslnoResize.22319177_0.jpg,"300 Avenida Ibiza, Rio Rico, AZ 85648",300 Avenida Ibiza,Rio Rico,AZ,85648,US,SingleFamilyResidence,Product,,"$450,000",450000.0,USD,https://www.redfin.com/AZ/Rio-Rico/300-Avenida-Ibiza-85648/home/122290129,0.0,acre (lot),"2,686",,,"SOLD JUL 14, 2023$450,000—beds—baths2,686 sq ft0.30 acre (lot)300 Avenida Ibiza, Rio Rico, AZ 85648300 Avenida Ibiza, Rio Rico, AZ 85648"
,"48 Noche, Tubac, AZ 85646",48 Noche,Tubac,AZ,85646,US,SingleFamilyResidence,Product,,"$78,000",78000.0,USD,https://www.redfin.com/AZ/Tubac/48-Noche-85646/home/162130451,,,,,,"SOLD APR 18, 2023$78,000—beds—baths—sq ft48 Noche, Tubac, AZ 8564648 Noche, Tubac, AZ 85646"
,"1028 Circulo Aventura Unit A, Rio Rico, AZ 85648",1028 Circulo Aventura Unit A,Rio Rico,AZ,85648,US,SingleFamilyResidence,Product,,"$210,000",210000.0,USD,https://www.redfin.com/AZ/Rio-Rico/1028-Circulo-Aventura-85648/unit-A/home/122163118,1.0,acres (lot),"1,299",,2.0,"SOLD MAR 7, 2023$210,000—beds2 baths1,299 sq ft1.28 acres (lot)1028 Circulo Aventura Unit A, Rio Rico, AZ 856481028 Circulo Aventura Unit A, Rio Rico, AZ 85648"
,"174 Double Tree Ln, Patagonia, AZ 85624",174 Double Tree Ln,Patagonia,AZ,85624,US,SingleFamilyResidence,Product,,"$137,500",137500.0,USD,https://www.redfin.com/AZ/Patagonia/174-Double-Tree-Ln-85624/home/122175666,0.0,acre (lot),"1,848",,,"SOLD MAY 19, 2023$137,500—beds—baths1,848 sq ft0.29 acre (lot)174 Double Tree Ln, Patagonia, AZ 85624174 Double Tree Ln, Patagonia, AZ 85624"
,"486 E Calle Culiacan, Nogales, AZ 85621",486 E Calle Culiacan,Nogales,AZ,85621,US,SingleFamilyResidence,Product,,"$260,000",260000.0,USD,https://www.redfin.com/AZ/Nogales/486-E-Calle-Culiacan-85621/home/122123341,,,"1,748",,2.0,"SOLD MAY 5, 2023$260,000—beds2 baths1,748 sq ft9,148 sq ft (lot)486 E Calle Culiacan, Nogales, AZ 85621486 E Calle Culiacan, Nogales, AZ 85621"
,"36 E South Court St, Nogales, AZ 85621",36 E South Court St,Nogales,AZ,85621,US,SingleFamilyResidence,Product,,"$80,000",80000.0,USD,https://www.redfin.com/AZ/Nogales/36-E-South-Court-St-85621/home/162140335,,,"1,386",,,"SOLD JUN 20, 2023$80,000—beds—baths1,386 sq ft8,712 sq ft (lot)36 E South Court St, Nogales, AZ 8562136 E South Court St, Nogales, AZ 85621"
,"1679 Costa Ct, Rio Rico, AZ 85648",1679 Costa Ct,Rio Rico,AZ,85648,US,SingleFamilyResidence,Product,,"$275,000",275000.0,USD,https://www.redfin.com/AZ/Rio-Rico/1679-Costa-Ct-85648/home/122278417,1.0,acres (lot),"1,723",,,"SOLD DEC 28, 2022$275,000—beds—baths1,723 sq ft1.03 acres (lot)1679 Costa Ct, Rio Rico, AZ 856481679 Costa Ct, Rio Rico, AZ 85648"
https://ssl.cdn-redfin.com/photo/115/islphoto/270/genIslnoResize.22309270_0.jpg,"40 Omega Ln, Elgin, AZ 85611",40 Omega Ln,Elgin,AZ,85611,US,SingleFamilyResidence,Product,,"$278,340",278340.0,USD,https://www.redfin.com/AZ/Elgin/40-Omega-Ln-85611/home/52456276,13.0,acres (lot),343,,,"SOLD APR 5, 2023$278,340—beds—baths343 sq ft13.65 acres (lot)40 Omega Ln, Elgin, AZ 8561140 Omega Ln, Elgin, AZ 85611"
https://ssl.cdn-redfin.com/photo/115/islphoto/071/genIslnoResize.22319071_0.jpg,"1139 Pedro Ct, Rio Rico, AZ 85648",1139 Pedro Ct,Rio Rico,AZ,85648,US,SingleFamilyResidence,Product,,"$280,000",280000.0,USD,https://www.redfin.com/AZ/Rio-Rico/1139-Pedro-Ct-85648/home/122260862,0.0,acre (lot),"1,325",,2.0,"SOLD FEB 23, 2023$280,000—beds2 baths1,325 sq ft0.65 acre (lot)1139 Pedro Ct, Rio Rico, AZ 856481139 Pedro Ct, Rio Rico, AZ 85648"
,"254 Estribo Ct, Rio Rico, AZ 85648",254 Estribo Ct,Rio Rico,AZ,85648,US,SingleFamilyResidence,Product,,"$299,900",299900.0,USD,https://www.redfin.com/AZ/Rio-Rico/254-Estribo-Ct-85648/home/122277192,0.0,acre (lot),"1,619",,,"SOLD MAY 5, 2023$299,900—beds—baths1,619 sq ft0.69 acre (lot)254 Estribo Ct, Rio Rico, AZ 85648254 Estribo Ct, Rio Rico, AZ 85648"
https://ssl.cdn-redfin.com/photo/115/islphoto/743/genIslnoResize.22217743_4.jpg,"2361 Camino Esplendido, Tubac, AZ 85646",2361 Camino Esplendido,Tubac,AZ,85646,US,SingleFamilyResidence,Product,3,"$420,000",420000.0,USD,https://www.redfin.com/AZ/Tubac/2361-Camino-Esplendido-85646/home/122007152,1.0,acres (lot),"2,134",3.0,2.0,"SOLD NOV 15, 2023$420,0003 beds2 baths2,134 sq ft1.34 acres (lot)2361 Camino Esplendido, Tubac, AZ 856462361 Camino Esplendido, Tubac, AZ 85646"
,"1412 Lab Ct, Rio Rico, AZ 85648",1412 Lab Ct,Rio Rico,AZ,85648,US,SingleFamilyResidence,Product,,"$445,000",445000.0,USD,https://www.redfin.com/AZ/Rio-Rico/1412-Lab-Ct-85648/home/122357115,1.0,acres (lot),"2,077",,,"SOLD MAY 19, 2023$445,000—beds—baths2,077 sq ft1.15 acres (lot)1412 Lab Ct, Rio Rico, AZ 856481412 Lab Ct, Rio Rico, AZ 85648"
,"364 Via Capri, Rio Rico, AZ 85648",364 Via Capri,Rio Rico,AZ,85648,US,SingleFamilyResidence,Product,,"$302,500",302500.0,USD,https://www.redfin.com/AZ/Rio-Rico/364-Via-Capri-85648/home/122174744,,,"1,517",,2.0,"SOLD APR 25, 2023$302,500—beds2 baths1,517 sq ft8,276 sq ft (lot)364 Via Capri, Rio Rico, AZ 85648364 Via Capri, Rio Rico, AZ 85648"
,"3211 N Canyon View Dr Unit B, Nogales, AZ 85621",3211 N Canyon View Dr Unit B,Nogales,AZ,85621,US,SingleFamilyResidence,Product,,"$1,075,000",1075000.0,USD,https://www.redfin.com/AZ/Nogales/3211-N-Canyon-View-Dr-85621/unit-B/home/122006672,4.0,acres (lot),"5,551",,,"SOLD JUL 24, 2023$1,075,000—beds—baths5,551 sq ft4.40 acres (lot)3211 N Canyon View Dr Unit B, Nogales, AZ 856213211 N Canyon View Dr Unit B, Nogales, AZ 85621"
,"2577 N Al Harrison Rd, Nogales, AZ 85621",2577 N Al Harrison Rd,Nogales,AZ,85621,US,Accommodation,Product,,"$255,000",255000.0,USD,https://www.redfin.com/AZ/Nogales/2577-N-Al-Harrison-Rd-85621/home/122082935,,,"2,000",,,"SOLD OCT 16, 2023$255,000—beds—baths2,000 sq ft4,356 sq ft (lot)2577 N Al Harrison Rd, Nogales, AZ 856212577 N Al Harrison Rd, Nogales, AZ 85621"
,"35 Camino Cocinero, Tubac, AZ 85646",35 Camino Cocinero,Tubac,AZ,85646,US,SingleFamilyResidence,Product,,"$625,000",625000.0,USD,https://www.redfin.com/AZ/Tubac/35-Camino-Cocinero-85646/home/122103046,5.0,acres (lot),"2,436",,,"SOLD MAR 9, 2023$625,000—beds—baths2,436 sq ft5.31 acres (lot)35 Camino Cocinero, Tubac, AZ 8564635 Camino Cocinero, Tubac, AZ 85646"
https://ssl.cdn-redfin.com/photo/115/islphoto/785/genIslnoResize.22312785_B.jpg,"1399 Pendleton Dr, Rio Rico, AZ 85648",1399 Pendleton Dr,Rio Rico,AZ,85648,US,SingleFamilyResidence,Product,,"$320,000",320000.0,USD,https://www.redfin.com/AZ/Rio-Rico/1399-Pendleton-Dr-85648/home/122195421,0.0,acre (lot),"3,530",,3.0,"SOLD APR 7, 2023$320,000—beds3 baths3,530 sq ft0.42 acre (lot)1399 Pendleton Dr, Rio Rico, AZ 856481399 Pendleton Dr, Rio Rico, AZ 85648"
https://ssl.cdn-redfin.com/photo/86/islphoto/752/genIslnoResize.6515752_3.jpg,"89 Calle Agua Salada, Rio Rico, AZ 85648",,,,,,,,,"$442,000",,,https://www.redfin.com/AZ/Rio-Rico/89-Calle-Agua-Salada-85648/home/122092892,1.0,acres (lot),"2,752",4.0,2.0,"Santa Cruz County, AZ Home for SaleBeautiful custom home with incredible views.Santa Cruz County, AZ Home for SaleBeautiful custom home with incredible views.1 / 2SOLD FEB 14, 2023$442,000 Last Sold Price 4 beds2.5 baths2,752 sq ft1.14 acres (lot)89 Calle Agua Salada, Rio Rico, AZ 8564889 Calle Agua Salada, Rio Rico, AZ 85648"
,"1334 Kihekah Rd, Patagonia, AZ 85624",,,,,,,,,"$975,000",,,https://www.redfin.com/AZ/Patagonia/1334-Kihekah-Rd-85624/home/122201330,,,,,,"Santa Cruz County, AZ Home for Saleformer dude ranch with 2 main living structures, 2 kitchens, 5 baths, 6 bedrooms, 2 stock ponds, 4 registered wells, cross fenced and fenced perimeter. rope arena, Run cattle, Horses or just walk about the property.Santa Cruz County, AZ Home for Saleformer dude ranch with 2 main living structures, 2 kitchens, 5 baths, 6 bedrooms, 2 stock ponds, 4 registered wells, cross fenced and fenced perimeter. rope arena, Run cattle, Horses or just walk about the property.1 / 2SOLD MAR 8, 2023$975,000 Last Sold Price —beds—baths—sq ft1334 Kihekah Rd, Patagonia, AZ 856241334 Kihekah Rd, Patagonia, AZ 85624"
,"112 E East St, Nogales, AZ 85621",112 E East St,Nogales,AZ,85621,US,SingleFamilyResidence,Product,,"$145,000",145000.0,USD,https://www.redfin.com/AZ/Nogales/112-E-East-St-85621/home/122034713,,,"1,372",,,"SOLD NOV 17, 2023$145,000—beds1 bath1,372 sq ft3,438 sq ft (lot)112 E East St, Nogales, AZ 85621112 E East St, Nogales, AZ 85621"
,"1691 W Artley Dr, Nogales, AZ 85621",1691 W Artley Dr,Nogales,AZ,85621,US,SingleFamilyResidence,Product,,"$520,000",520000.0,USD,https://www.redfin.com/AZ/Nogales/1691-W-Artley-Dr-85621/home/122180655,0.0,acre (lot),"2,259",,3.0,"SOLD JUN 30, 2023$520,000—beds3 baths2,259 sq ft0.41 acre (lot)1691 W Artley Dr, Nogales, AZ 856211691 W Artley Dr, Nogales, AZ 85621"
,"724 N Perkins Ave, Nogales, AZ 85621",724 N Perkins Ave,Nogales,AZ,85621,US,SingleFamilyResidence,Product,,"$265,000",265000.0,USD,https://www.redfin.com/AZ/Nogales/724-N-Perkins-Ave-85621/home/122006010,,,"1,670",,2.0,"SOLD JUL 28, 2023$265,000—beds2 baths1,670 sq ft4,850 sq ft (lot)724 N Perkins Ave, Nogales, AZ 85621724 N Perkins Ave, Nogales, AZ 85621"
,"12 Mathews Ln, Elgin, AZ 85611",12 Mathews Ln,Elgin,AZ,85611,US,SingleFamilyResidence,Product,,"$639,000",639000.0,USD,https://www.redfin.com/AZ/Elgin/12-Mathews-Ln-85611/home/122105534,10.0,acres (lot),"1,200",,,"SOLD OCT 31, 2023$639,000—beds—baths1,200 sq ft10.50 acres (lot)12 Mathews Ln, Elgin, AZ 8561112 Mathews Ln, Elgin, AZ 85611"
,"TBD Circulo De Anza #59, Tubac, AZ 85646",,,,,,,,,"$75,000",,,https://www.redfin.com/AZ/Tubac/TBD-Circulo-De-Anza-85646/unit-59/home/184717617,0.0,acre (lot),,,,"Santa Cruz County, AZ Home for SaleBeautiful . 90 acre lot in the Tubac Valley Country Club!Santa Cruz County, AZ Home for SaleBeautiful . 90 acre lot in the Tubac Valley Country Club!1 / 2SOLD MAR 30, 2023$75,000 Last Sold Price —beds—baths0.90 acre (lot)TBD Circulo De Anza #59, Tubac, AZ 85646TBD Circulo De Anza #59, Tubac, AZ 85646"
,"76 Calle Agua Salada #13, Rio Rico, AZ 85648",,,,,,,,,"$20,000",,,https://www.redfin.com/AZ/Rio-Rico/76-Calle-Agua-Salada-85648/unit-13/home/188104655,0.0,acre (lot),,,,"Santa Cruz County, AZ Home for SaleNice residential lot with terrific views.Santa Cruz County, AZ Home for SaleNice residential lot with terrific views.1 / 2SOLD NOV 17, 2023$20,000 Last Sold Price —beds—baths0.51 acre (lot)76 Calle Agua Salada #13, Rio Rico, AZ 8564876 Calle Agua Salada #13, Rio Rico, AZ 85648"
,"945 Epun Ct, Rio Rico, AZ 85648",,,,,,,,,"$14,000",,,https://www.redfin.com/AZ/Rio-Rico/945-Epun-Ct-85648/home/122004477,0.0,acre (lot),,,,"Santa Cruz County, AZ Home for SaleBuild your new home or weekend getaway on this property. This lot is . 33 of an acre, rectangular shape and is in close proximity to Interstate 19. Great access and it is ready for development. North/south exposure and paved roads. Electricity pole and water are nearby. At 4600' elevation, fresh mountain air, blue skies, and cool breezes await. Temperatures average 10 -15 degrees cooler than Tucson. Submit all offers!1 / 5SOLD MAY 18, 2023$14,000 Last Sold Price —beds—baths0.33 acre (lot)945 Epun Ct, Rio Rico, AZ 85648945 Epun Ct, Rio Rico, AZ 85648"
